team_name,shot_text,color,date,outcome,shooter,assisted,three_pt,x,y,game_id,cluster,opponent,opponent_score,team,team_score,win_loss,row_nbr,shot_id
Wake Forest,Brandon Childress missed Three Point Jumper.,#9E7E38,2019-11-06,missed,Brandon Childress,,TRUE,28,32.3777777777778,401168158,1,Boston College,77,Wake Forest,70,L,1,s1
Wake Forest,Isaiah Mucius made Jumper.,#9E7E38,2019-11-06,made,Isaiah Mucius,,FALSE,14,13.5777777777778,401168158,3,Boston College,77,Wake Forest,70,L,2,s2
Wake Forest,Chaundee Brown missed Jumper.,#9E7E38,2019-11-06,missed,Chaundee Brown,,FALSE,25,10.4444444444444,401168158,4,Boston College,77,Wake Forest,70,L,3,s3
Wake Forest,Isaiah Mucius made Three Point Jumper. Assisted by Brandon Childress.,#9E7E38,2019-11-06,made,Isaiah Mucius,Brandon Childress,TRUE,42,24.0222222222222,401168158,3,Boston College,77,Wake Forest,70,L,4,s4
Wake Forest,Brandon Childress missed Jumper.,#9E7E38,2019-11-06,missed,Brandon Childress,,FALSE,41,15.6666666666667,401168158,1,Boston College,77,Wake Forest,70,L,5,s5
Wake Forest,Olivier Sarr missed Jumper.,#9E7E38,2019-11-06,missed,Olivier Sarr,,FALSE,25,7.31111111111111,401168158,4,Boston College,77,Wake Forest,70,L,6,s6
Wake Forest,Olivier Sarr missed Jumper.,#9E7E38,2019-11-06,missed,Olivier Sarr,,FALSE,15,9.4,401168158,4,Boston College,77,Wake Forest,70,L,7,s7
Wake Forest,Chaundee Brown missed Three Point Jumper.,#9E7E38,2019-11-06,missed,Chaundee Brown,,TRUE,3,9.4,401168158,4,Boston College,77,Wake Forest,70,L,8,s8
Wake Forest,Ody Oguama made Layup. Assisted by Brandon Childress.,#9E7E38,2019-11-06,made,Ody Oguama,Brandon Childress,FALSE,26,6.26666666666667,401168158,2,Boston College,77,Wake Forest,70,L,9,s9
Wake Forest,Chaundee Brown missed Jumper.,#9E7E38,2019-11-06,missed,Chaundee Brown,,FALSE,26,14.6222222222222,401168158,4,Boston College,77,Wake Forest,70,L,10,s10
Wake Forest,Ody Oguama made Layup.,#9E7E38,2019-11-06,made,Ody Oguama,,FALSE,23,6.26666666666667,401168158,2,Boston College,77,Wake Forest,70,L,11,s11
Wake Forest,Isaiah Mucius missed Three Point Jumper.,#9E7E38,2019-11-06,missed,Isaiah Mucius,,TRUE,14,27.1555555555556,401168158,3,Boston College,77,Wake Forest,70,L,12,s12
Wake Forest,Brandon Childress missed Three Point Jumper.,#9E7E38,2019-11-06,missed,Brandon Childress,,TRUE,32,30.2888888888889,401168158,1,Boston College,77,Wake Forest,70,L,13,s13
Wake Forest,Chaundee Brown made Jumper.,#9E7E38,2019-11-06,made,Chaundee Brown,,FALSE,8,8.35555555555556,401168158,4,Boston College,77,Wake Forest,70,L,14,s14
Wake Forest,Olivier Sarr missed Jumper.,#9E7E38,2019-11-06,missed,Olivier Sarr,,FALSE,12,12.5333333333333,401168158,4,Boston College,77,Wake Forest,70,L,15,s15
Wake Forest,Andrien White missed Jumper.,#9E7E38,2019-11-06,missed,Andrien White,,FALSE,44,9.4,401168158,3,Boston College,77,Wake Forest,70,L,16,s16
Wake Forest,Brandon Childress missed Jumper.,#9E7E38,2019-11-06,missed,Brandon Childress,,FALSE,5,9.4,401168158,1,Boston College,77,Wake Forest,70,L,17,s17
Wake Forest,Chaundee Brown missed Jumper.,#9E7E38,2019-11-06,missed,Chaundee Brown,,FALSE,23,6.26666666666667,401168158,4,Boston College,77,Wake Forest,70,L,18,s18
Wake Forest,Ody Oguama missed Layup.,#9E7E38,2019-11-06,missed,Ody Oguama,,FALSE,27,6.26666666666667,401168158,2,Boston College,77,Wake Forest,70,L,19,s19
Wake Forest,Brandon Childress missed Free Throw.,#9E7E38,2019-11-06,missed,Brandon Childress,,FALSE,25,4.17777777777778,401168158,1,Boston College,77,Wake Forest,70,L,20,s20
Wake Forest,Brandon Childress made Free Throw.,#9E7E38,2019-11-06,made,Brandon Childress,,FALSE,25,4.17777777777778,401168158,1,Boston College,77,Wake Forest,70,L,21,s21
Wake Forest,Olivier Sarr missed Jumper.,#9E7E38,2019-11-06,missed,Olivier Sarr,,FALSE,28,9.4,401168158,4,Boston College,77,Wake Forest,70,L,22,s22
Wake Forest,Brandon Childress missed Three Point Jumper.,#9E7E38,2019-11-06,missed,Brandon Childress,,TRUE,4,19.8444444444444,401168158,1,Boston College,77,Wake Forest,70,L,23,s23
Wake Forest,Chaundee Brown missed Layup.,#9E7E38,2019-11-06,missed,Chaundee Brown,,FALSE,27,6.26666666666667,401168158,4,Boston College,77,Wake Forest,70,L,24,s24
Wake Forest,Ody Oguama made Dunk.,#9E7E38,2019-11-06,made,Ody Oguama,,FALSE,22,5.22222222222222,401168158,2,Boston College,77,Wake Forest,70,L,25,s25
Wake Forest,Isaiah Mucius made Jumper. Assisted by Chaundee Brown.,#9E7E38,2019-11-06,made,Isaiah Mucius,Chaundee Brown,FALSE,21,9.4,401168158,3,Boston College,77,Wake Forest,70,L,26,s26
Wake Forest,Isaiah Mucius made Jumper. Assisted by Sharone Wright Jr..,#9E7E38,2019-11-06,made,Isaiah Mucius,Sharone Wright Jr.,FALSE,14,12.5333333333333,401168158,3,Boston College,77,Wake Forest,70,L,27,s27
Wake Forest,Isaiah Mucius made Jumper. Assisted by Brandon Childress.,#9E7E38,2019-11-06,made,Isaiah Mucius,Brandon Childress,FALSE,25,21.9333333333333,401168158,3,Boston College,77,Wake Forest,70,L,28,s28
Wake Forest,Isaiah Mucius missed Jumper.,#9E7E38,2019-11-06,missed,Isaiah Mucius,,FALSE,39,6.26666666666667,401168158,3,Boston College,77,Wake Forest,70,L,29,s29
Wake Forest,Olivier Sarr missed Jumper.,#9E7E38,2019-11-06,missed,Olivier Sarr,,FALSE,21,7.31111111111111,401168158,4,Boston College,77,Wake Forest,70,L,30,s30
Wake Forest,Torry Johnson missed Three Point Jumper.,#9E7E38,2019-11-06,missed,Torry Johnson,,TRUE,47,8.35555555555556,401168158,3,Boston College,77,Wake Forest,70,L,31,s31
Wake Forest,Isaiah Mucius missed Layup.,#9E7E38,2019-11-06,missed,Isaiah Mucius,,FALSE,23,6.26666666666667,401168158,3,Boston College,77,Wake Forest,70,L,32,s32
Wake Forest,Chaundee Brown missed Jumper.,#9E7E38,2019-11-06,missed,Chaundee Brown,,FALSE,17,5.22222222222222,401168158,4,Boston College,77,Wake Forest,70,L,33,s33
Wake Forest,Olivier Sarr made Free Throw.,#9E7E38,2019-11-06,made,Olivier Sarr,,FALSE,25,4.17777777777778,401168158,4,Boston College,77,Wake Forest,70,L,34,s34
Wake Forest,Olivier Sarr missed Free Throw.,#9E7E38,2019-11-06,missed,Olivier Sarr,,FALSE,25,4.17777777777778,401168158,4,Boston College,77,Wake Forest,70,L,35,s35
Wake Forest,Isaiah Mucius made Three Point Jumper. Assisted by Brandon Childress.,#9E7E38,2019-11-06,made,Isaiah Mucius,Brandon Childress,TRUE,1.25,10.4444444444444,401168158,3,Boston College,77,Wake Forest,70,L,36,s36
Wake Forest,Olivier Sarr missed Layup.,#9E7E38,2019-11-06,missed,Olivier Sarr,,FALSE,27,5.22222222222222,401168158,4,Boston College,77,Wake Forest,70,L,37,s37
Wake Forest,Olivier Sarr made Layup.,#9E7E38,2019-11-06,made,Olivier Sarr,,FALSE,28,5.22222222222222,401168158,4,Boston College,77,Wake Forest,70,L,38,s38
Wake Forest,Brandon Childress missed Jumper.,#9E7E38,2019-11-06,missed,Brandon Childress,,FALSE,12,6.26666666666667,401168158,1,Boston College,77,Wake Forest,70,L,39,s39
Wake Forest,Brandon Childress made Three Point Jumper. Assisted by Sharone Wright Jr..,#9E7E38,2019-11-06,made,Brandon Childress,Sharone Wright Jr.,TRUE,47,8.35555555555556,401168158,1,Boston College,77,Wake Forest,70,L,40,s40
Wake Forest,Brandon Childress missed Jumper.,#9E7E38,2019-11-06,missed,Brandon Childress,,FALSE,14,10.4444444444444,401168158,1,Boston College,77,Wake Forest,70,L,41,s41
Wake Forest,Brandon Childress made Three Point Jumper.,#9E7E38,2019-11-06,made,Brandon Childress,,TRUE,11,25.0666666666667,401168158,1,Boston College,77,Wake Forest,70,L,42,s42
Wake Forest,Chaundee Brown made Jumper. Assisted by Torry Johnson.,#9E7E38,2019-11-06,made,Chaundee Brown,Torry Johnson,FALSE,11,20.8888888888889,401168158,4,Boston College,77,Wake Forest,70,L,43,s43
Wake Forest,Ody Oguama missed Jumper.,#9E7E38,2019-11-06,missed,Ody Oguama,,FALSE,21,10.4444444444444,401168158,2,Boston College,77,Wake Forest,70,L,44,s44
Wake Forest,Isaiah Mucius missed Jumper.,#9E7E38,2019-11-06,missed,Isaiah Mucius,,FALSE,29,9.4,401168158,3,Boston College,77,Wake Forest,70,L,45,s45
Wake Forest,Ody Oguama made Dunk. Assisted by Torry Johnson.,#9E7E38,2019-11-06,made,Ody Oguama,Torry Johnson,FALSE,24,5.22222222222222,401168158,2,Boston College,77,Wake Forest,70,L,46,s46
Wake Forest,Isaiah Mucius missed Jumper.,#9E7E38,2019-11-06,missed,Isaiah Mucius,,FALSE,16,11.4888888888889,401168158,3,Boston College,77,Wake Forest,70,L,47,s47
Wake Forest,Brandon Childress made Layup.,#9E7E38,2019-11-06,made,Brandon Childress,,FALSE,23,5.22222222222222,401168158,1,Boston College,77,Wake Forest,70,L,48,s48
Wake Forest,Chaundee Brown made Jumper.,#9E7E38,2019-11-06,made,Chaundee Brown,,FALSE,38,5.22222222222222,401168158,4,Boston College,77,Wake Forest,70,L,49,s49
Wake Forest,Isaiah Mucius made Jumper.,#9E7E38,2019-11-06,made,Isaiah Mucius,,FALSE,25,8.35555555555556,401168158,3,Boston College,77,Wake Forest,70,L,50,s50
Wake Forest,Andrien White made Free Throw.,#9E7E38,2019-11-06,made,Andrien White,,FALSE,25,4.17777777777778,401168158,3,Boston College,77,Wake Forest,70,L,51,s51
Wake Forest,Andrien White missed Free Throw.,#9E7E38,2019-11-06,missed,Andrien White,,FALSE,25,4.17777777777778,401168158,3,Boston College,77,Wake Forest,70,L,52,s52
Wake Forest,Brandon Childress missed Jumper.,#9E7E38,2019-11-06,missed,Brandon Childress,,FALSE,39,8.35555555555556,401168158,1,Boston College,77,Wake Forest,70,L,53,s53
Wake Forest,Chaundee Brown missed Layup.,#9E7E38,2019-11-06,missed,Chaundee Brown,,FALSE,21,5.22222222222222,401168158,4,Boston College,77,Wake Forest,70,L,54,s54
Wake Forest,Brandon Childress made Jumper.,#9E7E38,2019-11-06,made,Brandon Childress,,FALSE,35,19.8444444444444,401168158,1,Boston College,77,Wake Forest,70,L,55,s55
Wake Forest,Andrien White missed Jumper.,#9E7E38,2019-11-06,missed,Andrien White,,FALSE,36,21.9333333333333,401168158,3,Boston College,77,Wake Forest,70,L,56,s56
Wake Forest,Ody Oguama made Free Throw.,#9E7E38,2019-11-06,made,Ody Oguama,,FALSE,25,4.17777777777778,401168158,2,Boston College,77,Wake Forest,70,L,57,s57
Wake Forest,Chaundee Brown made Jumper. Assisted by Brandon Childress.,#9E7E38,2019-11-06,made,Chaundee Brown,Brandon Childress,FALSE,38,19.8444444444444,401168158,4,Boston College,77,Wake Forest,70,L,58,s58
Wake Forest,Brandon Childress missed Three Point Jumper.,#9E7E38,2019-11-06,missed,Brandon Childress,,TRUE,44,19.8444444444444,401168158,1,Boston College,77,Wake Forest,70,L,59,s59
Wake Forest,Brandon Childress missed Three Point Jumper.,#9E7E38,2019-11-06,missed,Brandon Childress,,TRUE,23,30.2888888888889,401168158,1,Boston College,77,Wake Forest,70,L,60,s60
Wake Forest,Brandon Childress made Layup.,#9E7E38,2019-11-06,made,Brandon Childress,,FALSE,23,6.26666666666667,401168158,1,Boston College,77,Wake Forest,70,L,61,s61
Wake Forest,Isaiah Mucius made Free Throw.,#9E7E38,2019-11-06,made,Isaiah Mucius,,FALSE,25,4.17777777777778,401168158,3,Boston College,77,Wake Forest,70,L,62,s62
Wake Forest,Chaundee Brown missed Three Point Jumper.,#9E7E38,2019-11-06,missed,Chaundee Brown,,TRUE,3,16.7111111111111,401168158,4,Boston College,77,Wake Forest,70,L,63,s63
Wake Forest,Isaiah Mucius made Layup.,#9E7E38,2019-11-06,made,Isaiah Mucius,,FALSE,25,6.26666666666667,401168158,3,Boston College,77,Wake Forest,70,L,64,s64
Boston College,Nik Popovic made Layup.,#88001a,2019-11-06,made,Nik Popovic,,FALSE,25,7.10222222222222,401168158,4,Wake Forest,70,Boston College,77,W,65,s65
Boston College,Jairus Hamilton missed Three Point Jumper.,#88001a,2019-11-06,missed,Jairus Hamilton,,TRUE,9,25.9022222222222,401168158,4,Wake Forest,70,Boston College,77,W,66,s66
Boston College,Jairus Hamilton made Dunk. Assisted by Steffon Mitchell.,#88001a,2019-11-06,made,Jairus Hamilton,Steffon Mitchell,FALSE,25,8.14666666666668,401168158,4,Wake Forest,70,Boston College,77,W,67,s67
Boston College,Jay Heath missed Three Point Jumper.,#88001a,2019-11-06,missed,Jay Heath,,TRUE,7,25.9022222222222,401168158,1,Wake Forest,70,Boston College,77,W,68,s68
Boston College,Derryck Thornton missed Jumper.,#88001a,2019-11-06,missed,Derryck Thornton,,FALSE,25,16.5022222222222,401168158,1,Wake Forest,70,Boston College,77,W,69,s69
Boston College,Jay Heath missed Layup.,#88001a,2019-11-06,missed,Jay Heath,,FALSE,24,8.14666666666668,401168158,1,Wake Forest,70,Boston College,77,W,70,s70
Boston College,Derryck Thornton missed Jumper.,#88001a,2019-11-06,missed,Derryck Thornton,,FALSE,29,10.2355555555556,401168158,1,Wake Forest,70,Boston College,77,W,71,s71
Boston College,Derryck Thornton made Three Point Jumper. Assisted by Julian Rishwain.,#88001a,2019-11-06,made,Derryck Thornton,Julian Rishwain,TRUE,41,24.8577777777778,401168158,1,Wake Forest,70,Boston College,77,W,72,s72
Boston College,Jared Hamilton missed Three Point Jumper.,#88001a,2019-11-06,missed,Jared Hamilton,,TRUE,8,22.7688888888889,401168158,3,Wake Forest,70,Boston College,77,W,73,s73
Boston College,Jared Hamilton missed Jumper.,#88001a,2019-11-06,missed,Jared Hamilton,,FALSE,21,12.3244444444445,401168158,3,Wake Forest,70,Boston College,77,W,74,s74
Boston College,CJ Felder missed Layup.,#88001a,2019-11-06,missed,CJ Felder,,FALSE,23,8.14666666666668,401168158,2,Wake Forest,70,Boston College,77,W,75,s75
Boston College,Julian Rishwain made Layup.,#88001a,2019-11-06,made,Julian Rishwain,,FALSE,26,8.14666666666668,401168158,3,Wake Forest,70,Boston College,77,W,76,s76
Boston College,Nik Popovic missed Three Point Jumper.,#88001a,2019-11-06,missed,Nik Popovic,,TRUE,18,31.1244444444445,401168158,4,Wake Forest,70,Boston College,77,W,77,s77
Boston College,Julian Rishwain made Free Throw.,#88001a,2019-11-06,made,Julian Rishwain,,FALSE,25,6.05777777777779,401168158,3,Wake Forest,70,Boston College,77,W,78,s78
Boston College,Nik Popovic made Jumper. Assisted by Julian Rishwain.,#88001a,2019-11-06,made,Nik Popovic,Julian Rishwain,FALSE,38,7.10222222222222,401168158,4,Wake Forest,70,Boston College,77,W,79,s79
Boston College,Jared Hamilton made Three Point Jumper. Assisted by Jay Heath.,#88001a,2019-11-06,made,Jared Hamilton,Jay Heath,TRUE,48.75,6.05777777777779,401168158,3,Wake Forest,70,Boston College,77,W,80,s80
Boston College,Derryck Thornton made Jumper.,#88001a,2019-11-06,made,Derryck Thornton,,FALSE,29,10.2355555555556,401168158,1,Wake Forest,70,Boston College,77,W,81,s81
Boston College,Derryck Thornton missed Jumper.,#88001a,2019-11-06,missed,Derryck Thornton,,FALSE,38,7.10222222222222,401168158,1,Wake Forest,70,Boston College,77,W,82,s82
Boston College,Steffon Mitchell made Free Throw.,#88001a,2019-11-06,made,Steffon Mitchell,,FALSE,25,6.05777777777779,401168158,4,Wake Forest,70,Boston College,77,W,83,s83
Boston College,Steffon Mitchell missed Free Throw.,#88001a,2019-11-06,missed,Steffon Mitchell,,FALSE,25,6.05777777777779,401168158,4,Wake Forest,70,Boston College,77,W,84,s84
Boston College,CJ Felder made Layup. Assisted by Steffon Mitchell.,#88001a,2019-11-06,made,CJ Felder,Steffon Mitchell,FALSE,23,7.10222222222222,401168158,2,Wake Forest,70,Boston College,77,W,85,s85
Boston College,Derryck Thornton made Free Throw.,#88001a,2019-11-06,made,Derryck Thornton,,FALSE,25,6.05777777777779,401168158,1,Wake Forest,70,Boston College,77,W,86,s86
Boston College,Derryck Thornton missed Free Throw.,#88001a,2019-11-06,missed,Derryck Thornton,,FALSE,25,6.05777777777779,401168158,1,Wake Forest,70,Boston College,77,W,87,s87
Boston College,Steffon Mitchell missed Jumper.,#88001a,2019-11-06,missed,Steffon Mitchell,,FALSE,43,10.2355555555556,401168158,4,Wake Forest,70,Boston College,77,W,88,s88
Boston College,CJ Felder made Three Point Jumper. Assisted by Steffon Mitchell.,#88001a,2019-11-06,made,CJ Felder,Steffon Mitchell,TRUE,13,31.1244444444445,401168158,2,Wake Forest,70,Boston College,77,W,89,s89
Boston College,Nik Popovic made Layup. Assisted by Jay Heath.,#88001a,2019-11-06,made,Nik Popovic,Jay Heath,FALSE,22,8.14666666666668,401168158,4,Wake Forest,70,Boston College,77,W,90,s90
Boston College,CJ Felder missed Three Point Jumper.,#88001a,2019-11-06,missed,CJ Felder,,TRUE,48.75,7.10222222222222,401168158,2,Wake Forest,70,Boston College,77,W,91,s91
Boston College,Nik Popovic missed Three Point Jumper.,#88001a,2019-11-06,missed,Nik Popovic,,TRUE,3,16.5022222222222,401168158,4,Wake Forest,70,Boston College,77,W,92,s92
Boston College,Derryck Thornton made Jumper.,#88001a,2019-11-06,made,Derryck Thornton,,FALSE,35,22.7688888888889,401168158,1,Wake Forest,70,Boston College,77,W,93,s93
Boston College,Jay Heath made Three Point Jumper. Assisted by Derryck Thornton.,#88001a,2019-11-06,made,Jay Heath,Derryck Thornton,TRUE,43,23.8133333333333,401168158,1,Wake Forest,70,Boston College,77,W,94,s94
Boston College,Jay Heath made Layup. Assisted by Steffon Mitchell.,#88001a,2019-11-06,made,Jay Heath,Steffon Mitchell,FALSE,22,7.10222222222222,401168158,1,Wake Forest,70,Boston College,77,W,95,s95
Boston College,Steffon Mitchell missed Jumper.,#88001a,2019-11-06,missed,Steffon Mitchell,,FALSE,21,13.3688888888889,401168158,4,Wake Forest,70,Boston College,77,W,96,s96
Boston College,Derryck Thornton missed Jumper.,#88001a,2019-11-06,missed,Derryck Thornton,,FALSE,36,10.2355555555556,401168158,1,Wake Forest,70,Boston College,77,W,97,s97
Boston College,Jay Heath missed Free Throw.,#88001a,2019-11-06,missed,Jay Heath,,FALSE,25,6.05777777777779,401168158,1,Wake Forest,70,Boston College,77,W,98,s98
Boston College,Jay Heath made Free Throw.,#88001a,2019-11-06,made,Jay Heath,,FALSE,25,6.05777777777779,401168158,1,Wake Forest,70,Boston College,77,W,99,s99
Boston College,Jared Hamilton made Dunk. Assisted by Jay Heath.,#88001a,2019-11-06,made,Jared Hamilton,Jay Heath,FALSE,23,7.10222222222222,401168158,3,Wake Forest,70,Boston College,77,W,100,s100
Boston College,CJ Felder missed Layup.,#88001a,2019-11-06,missed,CJ Felder,,FALSE,27,7.10222222222222,401168158,2,Wake Forest,70,Boston College,77,W,101,s101
Boston College,Jay Heath made Layup.,#88001a,2019-11-06,made,Jay Heath,,FALSE,27,7.10222222222222,401168158,1,Wake Forest,70,Boston College,77,W,102,s102
Boston College,Jared Hamilton missed Three Point Jumper.,#88001a,2019-11-06,missed,Jared Hamilton,,TRUE,3,18.5911111111111,401168158,3,Wake Forest,70,Boston College,77,W,103,s103
Boston College,Nik Popovic missed Free Throw.,#88001a,2019-11-06,missed,Nik Popovic,,FALSE,25,6.05777777777779,401168158,4,Wake Forest,70,Boston College,77,W,104,s104
Boston College,Nik Popovic made Free Throw.,#88001a,2019-11-06,made,Nik Popovic,,FALSE,25,6.05777777777779,401168158,4,Wake Forest,70,Boston College,77,W,105,s105
Boston College,Derryck Thornton missed Layup.,#88001a,2019-11-06,missed,Derryck Thornton,,FALSE,27,7.10222222222222,401168158,1,Wake Forest,70,Boston College,77,W,106,s106
Boston College,Jared Hamilton missed Layup.,#88001a,2019-11-06,missed,Jared Hamilton,,FALSE,22,7.10222222222222,401168158,3,Wake Forest,70,Boston College,77,W,107,s107
Boston College,Jay Heath made Layup.,#88001a,2019-11-06,made,Jay Heath,,FALSE,22,7.10222222222222,401168158,1,Wake Forest,70,Boston College,77,W,108,s108
Boston College,Nik Popovic missed Jumper.,#88001a,2019-11-06,missed,Nik Popovic,,FALSE,41,6.05777777777779,401168158,4,Wake Forest,70,Boston College,77,W,109,s109
Boston College,Jared Hamilton missed Layup.,#88001a,2019-11-06,missed,Jared Hamilton,,FALSE,23,8.14666666666668,401168158,3,Wake Forest,70,Boston College,77,W,110,s110
Boston College,Jay Heath made Layup.,#88001a,2019-11-06,made,Jay Heath,,FALSE,24,7.10222222222222,401168158,1,Wake Forest,70,Boston College,77,W,111,s111
Boston College,Derryck Thornton made Layup.,#88001a,2019-11-06,made,Derryck Thornton,,FALSE,23,7.10222222222222,401168158,1,Wake Forest,70,Boston College,77,W,112,s112
Boston College,Nik Popovic made Three Point Jumper. Assisted by Jared Hamilton.,#88001a,2019-11-06,made,Nik Popovic,Jared Hamilton,TRUE,49,11.28,401168158,4,Wake Forest,70,Boston College,77,W,113,s113
Boston College,Nik Popovic missed Three Point Jumper.,#88001a,2019-11-06,missed,Nik Popovic,,TRUE,30,32.1688888888889,401168158,4,Wake Forest,70,Boston College,77,W,114,s114
Boston College,Derryck Thornton missed Three Point Jumper.,#88001a,2019-11-06,missed,Derryck Thornton,,TRUE,28,31.1244444444445,401168158,1,Wake Forest,70,Boston College,77,W,115,s115
Boston College,Nik Popovic made Layup. Assisted by Derryck Thornton.,#88001a,2019-11-06,made,Nik Popovic,Derryck Thornton,FALSE,27,7.10222222222222,401168158,4,Wake Forest,70,Boston College,77,W,116,s116
Boston College,Derryck Thornton made Layup.,#88001a,2019-11-06,made,Derryck Thornton,,FALSE,24,8.14666666666668,401168158,1,Wake Forest,70,Boston College,77,W,117,s117
Boston College,Derryck Thornton missed Jumper.,#88001a,2019-11-06,missed,Derryck Thornton,,FALSE,26,14.4133333333333,401168158,1,Wake Forest,70,Boston College,77,W,118,s118
Boston College,Jay Heath missed Layup.,#88001a,2019-11-06,missed,Jay Heath,,FALSE,22,7.10222222222222,401168158,1,Wake Forest,70,Boston College,77,W,119,s119
Boston College,Nik Popovic made Layup.,#88001a,2019-11-06,made,Nik Popovic,,FALSE,24,8.14666666666668,401168158,4,Wake Forest,70,Boston College,77,W,120,s120
Boston College,CJ Felder missed Layup.,#88001a,2019-11-06,missed,CJ Felder,,FALSE,22,7.10222222222222,401168158,2,Wake Forest,70,Boston College,77,W,121,s121
Boston College,Jared Hamilton missed Jumper.,#88001a,2019-11-06,missed,Jared Hamilton,,FALSE,20,13.3688888888889,401168158,3,Wake Forest,70,Boston College,77,W,122,s122
Boston College,Derryck Thornton made Three Point Jumper. Assisted by Jay Heath.,#88001a,2019-11-06,made,Derryck Thornton,Jay Heath,TRUE,43,26.9466666666667,401168158,1,Wake Forest,70,Boston College,77,W,123,s123
Boston College,Julian Rishwain missed Three Point Jumper.,#88001a,2019-11-06,missed,Julian Rishwain,,TRUE,48.75,17.5466666666667,401168158,3,Wake Forest,70,Boston College,77,W,124,s124
Boston College,Derryck Thornton made Layup.,#88001a,2019-11-06,made,Derryck Thornton,,FALSE,28,8.14666666666668,401168158,1,Wake Forest,70,Boston College,77,W,125,s125
Boston College,Nik Popovic missed Jumper.,#88001a,2019-11-06,missed,Nik Popovic,,FALSE,9,19.6355555555556,401168158,4,Wake Forest,70,Boston College,77,W,126,s126
Boston College,Jay Heath made Two Point Tip Shot.,#88001a,2019-11-06,made,Jay Heath,,FALSE,25,7.10222222222222,401168158,1,Wake Forest,70,Boston College,77,W,127,s127
Boston College,Jared Hamilton missed Jumper.,#88001a,2019-11-06,missed,Jared Hamilton,,FALSE,12,20.68,401168158,3,Wake Forest,70,Boston College,77,W,128,s128
Boston College,Jay Heath missed Layup.,#88001a,2019-11-06,missed,Jay Heath,,FALSE,28,7.10222222222222,401168158,1,Wake Forest,70,Boston College,77,W,129,s129
Boston College,CJ Felder missed Layup.,#88001a,2019-11-06,missed,CJ Felder,,FALSE,26,7.10222222222222,401168158,2,Wake Forest,70,Boston College,77,W,130,s130
Boston College,Steffon Mitchell missed Three Point Jumper.,#88001a,2019-11-06,missed,Steffon Mitchell,,TRUE,3,8.14666666666668,401168158,4,Wake Forest,70,Boston College,77,W,131,s131
Boston College,Jay Heath made Layup.,#88001a,2019-11-06,made,Jay Heath,,FALSE,23,7.10222222222222,401168158,1,Wake Forest,70,Boston College,77,W,132,s132
Boston College,Nik Popovic missed Jumper.,#88001a,2019-11-06,missed,Nik Popovic,,FALSE,9,10.2355555555556,401168158,4,Wake Forest,70,Boston College,77,W,133,s133
Boston College,Nik Popovic made Layup.,#88001a,2019-11-06,made,Nik Popovic,,FALSE,24,7.10222222222222,401168158,4,Wake Forest,70,Boston College,77,W,134,s134
Virginia Tech,Hunter Cattoor missed Layup.,#74232D,2020-01-25,missed,Hunter Cattoor,,FALSE,24,5.22222222222222,401168549,3,Boston College,61,Virginia Tech,56,L,135,s135
Virginia Tech,Wabissa Bede missed Jumper.,#74232D,2020-01-25,missed,Wabissa Bede,,FALSE,30,18.8,401168549,1,Boston College,61,Virginia Tech,56,L,136,s136
Virginia Tech,Isaiah Wilkins made Jumper.,#74232D,2020-01-25,made,Isaiah Wilkins,,FALSE,8,10.4444444444444,401168549,3,Boston College,61,Virginia Tech,56,L,137,s137
Virginia Tech,Wabissa Bede made Layup.,#74232D,2020-01-25,made,Wabissa Bede,,FALSE,26,7.31111111111111,401168549,1,Boston College,61,Virginia Tech,56,L,138,s138
Virginia Tech,P.J. Horne missed Jumper.,#74232D,2020-01-25,missed,P.J. Horne,,FALSE,29,10.4444444444444,401168549,3,Boston College,61,Virginia Tech,56,L,139,s139
Virginia Tech,Isaiah Wilkins made Free Throw.,#74232D,2020-01-25,made,Isaiah Wilkins,,FALSE,25,4.17777777777778,401168549,3,Boston College,61,Virginia Tech,56,L,140,s140
Virginia Tech,Isaiah Wilkins missed Free Throw.,#74232D,2020-01-25,missed,Isaiah Wilkins,,FALSE,25,4.17777777777778,401168549,3,Boston College,61,Virginia Tech,56,L,141,s141
Virginia Tech,Jalen Cone made Three Point Jumper. Assisted by Hunter Cattoor.,#74232D,2020-01-25,made,Jalen Cone,Hunter Cattoor,TRUE,47,7.31111111111111,401168549,3,Boston College,61,Virginia Tech,56,L,142,s142
Virginia Tech,Hunter Cattoor made Three Point Jumper. Assisted by Jalen Cone.,#74232D,2020-01-25,made,Hunter Cattoor,Jalen Cone,TRUE,47,12.5333333333333,401168549,3,Boston College,61,Virginia Tech,56,L,143,s143
Virginia Tech,P.J. Horne made Three Point Jumper. Assisted by Wabissa Bede.,#74232D,2020-01-25,made,P.J. Horne,Wabissa Bede,TRUE,9,21.9333333333333,401168549,3,Boston College,61,Virginia Tech,56,L,144,s144
Virginia Tech,Nahiem Alleyne missed Jumper.,#74232D,2020-01-25,missed,Nahiem Alleyne,,FALSE,17,9.4,401168549,3,Boston College,61,Virginia Tech,56,L,145,s145
Virginia Tech,P.J. Horne missed Three Point Jumper.,#74232D,2020-01-25,missed,P.J. Horne,,TRUE,7,21.9333333333333,401168549,3,Boston College,61,Virginia Tech,56,L,146,s146
