player,player_full_name,team_name,team_name2,cluster,stat,value
L. Black,Leaky Black,North Carolina,UNC,4,fg3p,0.258064516129032
L. Kimble,Lamarr Kimble,Louisville,Louisville,3,fg3p,0.275862068965517
L. Nolley II,Landers Nolley II,Virginia Tech,Virginia Tech,4,fg3p,0.304568527918782
M. Bates,Manny Bates,NC State,NC State,2,fg3p,0
M. Devoe,Michael Devoe,Georgia Tech,Georgia Tech,1,fg3p,0.425
M. Diakite,Mamadi Diakite,Virginia,UVA,4,fg3p,0.363636363636364
M. Dolezaj,Marek Dolezaj,Syracuse,Syracuse,4,fg3p,0.142857142857143
M. Hurt,Matthew Hurt,Duke,Duke,3,fg3p,0.392523364485981
M. Johnson,Markell Johnson,NC State,NC State,1,fg3p,0.267080745341615
M. Osborne,Malik Osborne,Florida State,Florida State,3,fg3p,0.362068965517241
M. Williams,Malik Williams,Louisville,Louisville,4,fg3p,0.290322580645161
M. Wright,Moses Wright,Georgia Tech,Georgia Tech,4,fg3p,0.241379310344828
M.J. Walker,M.J. Walker,Florida State,Florida State,3,fg3p,0.360655737704918
N. Alleyne,Nahiem Alleyne,Virginia Tech,Virginia Tech,3,fg3p,0.411764705882353
N. Laszewski,Nate Laszewski,Notre Dame,Notre Dame,3,fg3p,0.310077519379845
N. Popovic,Nik Popovic,Boston College,Boston College,4,fg3p,0.333333333333333
O. Oguama,Ody Oguama,Wake Forest,Wake Forest,2,fg3p,0
O. Sarr,Olivier Sarr,Wake Forest,Wake Forest,4,fg3p,0.142857142857143
P. Andree,Pat Andree,NC State,NC State,3,fg3p,0.325842696629214
P. Hubb,Prentiss Hubb,Notre Dame,Notre Dame,1,fg3p,0.343891402714932
P. Williams,Patrick Williams,Florida State,Florida State,4,fg3p,0.32
P.J. Horne,P.J. Horne,Virginia Tech,Virginia Tech,3,fg3p,0.344
Q. Guerrier,Quincy Guerrier,Syracuse,Syracuse,2,fg3p,0.125
R. Carmody,Robby Carmody,Notre Dame,Notre Dame,2,fg3p,0
R. Evans,Rayquan Evans,Florida State,Florida State,3,fg3p,0.411764705882353
R. Gray,RaiQuan Gray,Florida State,Florida State,4,fg3p,0.219512195121951
R. McMahon,Ryan McMahon,Louisville,Louisville,3,fg3p,0.435897435897436
R. Miller Jr.,Rodney Miller Jr.,Miami,Miami,2,fg3p,0
R. Murphy,Ryan Murphy,Pittsburgh,Pitt,3,fg3p,0.341880341880342
R. Pflueger,Rex Pflueger,Notre Dame,Notre Dame,3,fg3p,0.333333333333333
S. Enoch,Steven Enoch,Louisville,Louisville,4,fg3p,0.333333333333333
S. Mitchell,Steffon Mitchell,Boston College,Boston College,4,fg3p,0.298245614035088
S. Waardenburg,Sam Waardenburg,Miami,Miami,4,fg3p,0.25
S. Williamson,Samuell Williamson,Louisville,Louisville,3,fg3p,0.333333333333333
T. Brown,Terrell Brown,Pittsburgh,Pitt,2,fg3p,0
T. Forrest,Trent Forrest,Florida State,Florida State,1,fg3p,0.280701754385965
T. Gibbs,TJ Gibbs,Notre Dame,Notre Dame,1,fg3p,0.419889502762431
T. Johnson,Torry Johnson,Wake Forest,Wake Forest,3,fg3p,0.282051282051282
T. Jones,Tre Jones,Duke,Duke,1,fg3p,0.361111111111111
T. Mack,Tevin Mack,Clemson,Clemson,4,fg3p,0.283132530120482
T. McGowens,Trey McGowens,Pittsburgh,Pitt,1,fg3p,0.317829457364341
T. Radford,Tyrece Radford,Virginia Tech,Virginia Tech,2,fg3p,0
T. Woldetensae,Tomas Woldetensae,Virginia,UVA,3,fg3p,0.361111111111111
V. Carey Jr.,Vernon Carey Jr.,Duke,Duke,4,fg3p,0.380952380952381
W. Bede,Wabissa Bede,Virginia Tech,Virginia Tech,1,fg3p,0.220338983050847
W. Moore Jr.,Wendell Moore Jr.,Duke,Duke,4,fg3p,0.210526315789474
X. Johnson,Xavier Johnson,Pittsburgh,Pitt,1,fg3p,0.32183908045977
A. Bacot,Armando Bacot,North Carolina,UNC,4,fg3a,0
A. Dawes,Al-Amir Dawes,Clemson,Clemson,1,fg3a,0.618852459016393
A. Harris,Anthony Harris,North Carolina,UNC,3,fg3a,0.318181818181818
A. Hemenway,Alex Hemenway,Clemson,Clemson,3,fg3a,0.84
A. O'Connell,Alex O'Connell,Duke,Duke,3,fg3a,0.52027027027027
A. Platek,Andrew Platek,North Carolina,UNC,3,fg3a,0.452991452991453
A. Polite,Anthony Polite,Florida State,Florida State,3,fg3a,0.619354838709677
A. Price,Asanti Price,Georgia Tech,Georgia Tech,3,fg3a,0.566037735849057
A. Simms,Aamir Simms,Clemson,Clemson,4,fg3a,0.290102389078498
A. Toney,Au'Diese Toney,Pittsburgh,Pitt,4,fg3a,0.290748898678414
A. Walker,Anthony Walker,Miami,Miami,2,fg3a,0.240506329113924
A. White,Andrien White,Wake Forest,Wake Forest,3,fg3a,0.650655021834061
B. Beverly,Braxton Beverly,NC State,NC State,3,fg3a,0.676767676767677
B. Boeheim,Buddy Boeheim,Syracuse,Syracuse,1,fg3a,0.603686635944701
B. Childress,Brandon Childress,Wake Forest,Wake Forest,1,fg3a,0.428969359331476
B. Key,Braxton Key,Virginia,UVA,4,fg3a,0.280172413793103
B. Koprivica,Balsa Koprivica,Florida State,Florida State,2,fg3a,0
B. Parham,Bubba Parham,Georgia Tech,Georgia Tech,3,fg3a,0.583333333333333
B. Robinson,Brandon Robinson,North Carolina,UNC,1,fg3a,0.711111111111111
B. Sidibe,Bourama Sidibe,Syracuse,Syracuse,2,fg3a,0
C. Anthony,Cole Anthony,North Carolina,UNC,1,fg3a,0.408536585365854
C. Brown,Chaundee Brown,Wake Forest,Wake Forest,4,fg3a,0.274418604651163
C. Felder,CJ Felder,Boston College,Boston College,2,fg3a,0.197452229299363
C. Hunter,Chase Hunter,Clemson,Clemson,3,fg3a,0.511111111111111
C. Keeling,Christian Keeling,North Carolina,UNC,3,fg3a,0.239583333333333
C. Lykes,Chris Lykes,Miami,Miami,1,fg3a,0.41358024691358
C. Morsell,Casey Morsell,Virginia,UVA,3,fg3a,0.512048192771084
C. Scott,Curran Scott,Clemson,Clemson,3,fg3a,0.483221476510067
C. Stanley,Cassius Stanley,Duke,Duke,4,fg3a,0.318518518518519
C. Trapp,Clyde Trapp,Clemson,Clemson,3,fg3a,0.541666666666667
C.J. Bryce,C.J. Bryce,NC State,NC State,4,fg3a,0.290625
D. Daniels,Devon Daniels,NC State,NC State,4,fg3a,0.260479041916168
D. Funderburk,DJ Funderburk,NC State,NC State,4,fg3a,0.0772532188841202
D. Gak,Deng Gak,Miami,Miami,2,fg3a,0
D. Goodwin,Dane Goodwin,Notre Dame,Notre Dame,3,fg3a,0.477508650519031
D. Johnson,David Johnson,Louisville,Louisville,3,fg3a,0.159722222222222
D. Olejniczak,Dominik Olejniczak,Florida State,Florida State,2,fg3a,0
D. Perry,Darius Perry,Louisville,Louisville,3,fg3a,0.461538461538462
D. Sutton,Dwayne Sutton,Louisville,Louisville,4,fg3a,0.431578947368421
D. Thornton,Derryck Thornton,Boston College,Boston College,1,fg3a,0.357575757575758
D. Vasiljevic,Dejan Vasiljevic,Miami,Miami,3,fg3a,0.627218934911243
D. Vassell,Devin Vassell,Florida State,Florida State,4,fg3a,0.360544217687075
E. Cole,Evan Cole,Georgia Tech,Georgia Tech,2,fg3a,0.206185567010309
E. Hamilton,Eric Hamilton,Pittsburgh,Pitt,2,fg3a,0.0256410256410256
E. Hughes,Elijah Hughes,Syracuse,Syracuse,1,fg3a,0.49247311827957
G. Brooks,Garrison Brooks,North Carolina,UNC,4,fg3a,0.0182291666666667
H. Beverly,Harlond Beverly,Miami,Miami,3,fg3a,0.304761904761905
H. Cattoor,Hunter Cattoor,Virginia Tech,Virginia Tech,3,fg3a,0.778523489932886
H. Tyson,Hunter Tyson,Clemson,Clemson,3,fg3a,0.65625
I. Massoud,Ismael Massoud,Wake Forest,Wake Forest,3,fg3a,0.680327868852459
I. Mucius,Isaiah Mucius,Wake Forest,Wake Forest,3,fg3a,0.240740740740741
I. Wilkins,Isaiah Wilkins,Virginia Tech,Virginia Tech,3,fg3a,0.56390977443609
I. Wong,Isaiah Wong,Miami,Miami,3,fg3a,0.268421052631579
J. Alvarado,Jose Alvarado,Georgia Tech,Georgia Tech,1,fg3a,0.466417910447761
J. Baehre,Jonathan Baehre,Clemson,Clemson,3,fg3a,1
J. Baker,Joey Baker,Duke,Duke,3,fg3a,0.581967213114754
J. Banks III,James Banks III,Georgia Tech,Georgia Tech,4,fg3a,0.00512820512820513
J. Carey,Jalen Carey,Syracuse,Syracuse,3,fg3a,0
J. Champagnie,Justin Champagnie,Pittsburgh,Pitt,4,fg3a,0.356125356125356
J. Cone,Jalen Cone,Virginia Tech,Virginia Tech,3,fg3a,0.715846994535519
J. DeLaurier,Javin DeLaurier,Duke,Duke,2,fg3a,0.0810810810810811
J. Durham,Juwan Durham,Notre Dame,Notre Dame,2,fg3a,0.00588235294117647
J. Francis,Jeremiah Francis,North Carolina,UNC,3,fg3a,0.303030303030303
J. Girard III,Joseph Girard III,Syracuse,Syracuse,1,fg3a,0.615384615384615
J. Goldwire,Jordan Goldwire,Duke,Duke,3,fg3a,0.403361344537815
J. Hamilton,Jairus Hamilton,Boston College,Boston College,4,fg3a,0.442786069651741
J. Hamilton,Jared Hamilton,Boston College,Boston College,3,fg3a,0.38150289017341
J. Heath,Jay Heath,Boston College,Boston College,1,fg3a,0.488700564971751
J. Hellems,Jericole Hellems,NC State,NC State,3,fg3a,0.403921568627451
J. Huff,Jay Huff,Virginia,UVA,4,fg3a,0.28804347826087
J. Mooney,John Mooney,Notre Dame,Notre Dame,4,fg3a,0.242494226327945
J. Neath,Jahcobi Neath,Wake Forest,Wake Forest,3,fg3a,0.1953125
J. Newman III,John Newman III,Clemson,Clemson,3,fg3a,0.38034188034188
J. Nwora,Jordan Nwora,Louisville,Louisville,4,fg3a,0.43953488372093
J. Pierce,Justin Pierce,North Carolina,UNC,3,fg3a,0.4375
J. Rishwain,Julian Rishwain,Boston College,Boston College,3,fg3a,0.743801652892562
J. Usher,Jordan Usher,Georgia Tech,Georgia Tech,4,fg3a,0.257309941520468
J. White,Jack White,Duke,Duke,3,fg3a,0.65
K. Clark,Kihei Clark,Virginia,UVA,1,fg3a,0.342857142857143
K. McGusty,Kameron McGusty,Miami,Miami,1,fg3a,0.387959866220736
K. Moore,Khalid Moore,Georgia Tech,Georgia Tech,3,fg3a,0.301204819277108
K. Stattmann,Kody Stattmann,Virginia,UVA,3,fg3a,0.530612244897959
K. Stone,Keith Stone,Miami,Miami,3,fg3a,0.415730337078652
K. Williams,Kamari Williams,Boston College,Boston College,3,fg3a,0.666666666666667
L. Black,Leaky Black,North Carolina,UNC,4,fg3a,0.285714285714286
L. Kimble,Lamarr Kimble,Louisville,Louisville,3,fg3a,0.371794871794872
L. Nolley II,Landers Nolley II,Virginia Tech,Virginia Tech,4,fg3a,0.452873563218391
M. Bates,Manny Bates,NC State,NC State,2,fg3a,0
M. Devoe,Michael Devoe,Georgia Tech,Georgia Tech,1,fg3a,0.382165605095541
M. Diakite,Mamadi Diakite,Virginia,UVA,4,fg3a,0.17515923566879
M. Dolezaj,Marek Dolezaj,Syracuse,Syracuse,4,fg3a,0.0319634703196347
M. Hurt,Matthew Hurt,Duke,Duke,3,fg3a,0.473451327433628
M. Johnson,Markell Johnson,NC State,NC State,1,fg3a,0.4375
M. Osborne,Malik Osborne,Florida State,Florida State,3,fg3a,0.376623376623377
M. Williams,Malik Williams,Louisville,Louisville,4,fg3a,0.202614379084967
M. Wright,Moses Wright,Georgia Tech,Georgia Tech,4,fg3a,0.0935483870967742
M.J. Walker,M.J. Walker,Florida State,Florida State,3,fg3a,0.532751091703057
N. Alleyne,Nahiem Alleyne,Virginia Tech,Virginia Tech,3,fg3a,0.533632286995516
N. Laszewski,Nate Laszewski,Notre Dame,Notre Dame,3,fg3a,0.661538461538462
N. Popovic,Nik Popovic,Boston College,Boston College,4,fg3a,0.241935483870968
O. Oguama,Ody Oguama,Wake Forest,Wake Forest,2,fg3a,0
O. Sarr,Olivier Sarr,Wake Forest,Wake Forest,4,fg3a,0.0269230769230769
P. Andree,Pat Andree,NC State,NC State,3,fg3a,0.767241379310345
P. Hubb,Prentiss Hubb,Notre Dame,Notre Dame,1,fg3a,0.620786516853933
P. Williams,Patrick Williams,Florida State,Florida State,4,fg3a,0.241545893719807
P.J. Horne,P.J. Horne,Virginia Tech,Virginia Tech,3,fg3a,0.628140703517588
Q. Guerrier,Quincy Guerrier,Syracuse,Syracuse,2,fg3a,0.154838709677419
R. Carmody,Robby Carmody,Notre Dame,Notre Dame,2,fg3a,0.230769230769231
R. Evans,Rayquan Evans,Florida State,Florida State,3,fg3a,0.25
R. Gray,RaiQuan Gray,Florida State,Florida State,4,fg3a,0.277027027027027
R. McMahon,Ryan McMahon,Louisville,Louisville,3,fg3a,0.8125
R. Miller Jr.,Rodney Miller Jr.,Miami,Miami,2,fg3a,0.00625
R. Murphy,Ryan Murphy,Pittsburgh,Pitt,3,fg3a,0.546728971962617
R. Pflueger,Rex Pflueger,Notre Dame,Notre Dame,3,fg3a,0.631578947368421
S. Enoch,Steven Enoch,Louisville,Louisville,4,fg3a,0.121076233183857
S. Mitchell,Steffon Mitchell,Boston College,Boston College,4,fg3a,0.322033898305085
S. Waardenburg,Sam Waardenburg,Miami,Miami,4,fg3a,0.351351351351351
S. Williamson,Samuell Williamson,Louisville,Louisville,3,fg3a,0.234782608695652
T. Brown,Terrell Brown,Pittsburgh,Pitt,2,fg3a,0.0336134453781513
T. Forrest,Trent Forrest,Florida State,Florida State,1,fg3a,0.201413427561837
T. Gibbs,TJ Gibbs,Notre Dame,Notre Dame,1,fg3a,0.535502958579882
T. Johnson,Torry Johnson,Wake Forest,Wake Forest,3,fg3a,0.317073170731707
T. Jones,Tre Jones,Duke,Duke,1,fg3a,0.281984334203655
T. Mack,Tevin Mack,Clemson,Clemson,4,fg3a,0.510769230769231
T. McGowens,Trey McGowens,Pittsburgh,Pitt,1,fg3a,0.385074626865672
T. Radford,Tyrece Radford,Virginia Tech,Virginia Tech,2,fg3a,0.0434782608695652
T. Woldetensae,Tomas Woldetensae,Virginia,UVA,3,fg3a,0.770053475935829
V. Carey Jr.,Vernon Carey Jr.,Duke,Duke,4,fg3a,0.0608695652173913
W. Bede,Wabissa Bede,Virginia Tech,Virginia Tech,1,fg3a,0.359756097560976
W. Moore Jr.,Wendell Moore Jr.,Duke,Duke,4,fg3a,0.123376623376623
X. Johnson,Xavier Johnson,Pittsburgh,Pitt,1,fg3a,0.274447949526814
A. Bacot,Armando Bacot,North Carolina,UNC,4,rpg,8.16129032258065
A. Dawes,Al-Amir Dawes,Clemson,Clemson,1,rpg,2.80645161290323
A. Harris,Anthony Harris,North Carolina,UNC,3,rpg,1
A. Hemenway,Alex Hemenway,Clemson,Clemson,3,rpg,0.866666666666667
A. O'Connell,Alex O'Connell,Duke,Duke,3,rpg,2.24137931034483
A. Platek,Andrew Platek,North Carolina,UNC,3,rpg,2.06666666666667
A. Polite,Anthony Polite,Florida State,Florida State,3,rpg,2.93548387096774
A. Price,Asanti Price,Georgia Tech,Georgia Tech,3,rpg,2.14285714285714
A. Simms,Aamir Simms,Clemson,Clemson,4,rpg,7.23333333333333
A. Toney,Au'Diese Toney,Pittsburgh,Pitt,4,rpg,4.76666666666667
A. Walker,Anthony Walker,Miami,Miami,2,rpg,2.12
A. White,Andrien White,Wake Forest,Wake Forest,3,rpg,3.64516129032258
B. Beverly,Braxton Beverly,NC State,NC State,3,rpg,1.5625
B. Boeheim,Buddy Boeheim,Syracuse,Syracuse,1,rpg,1.90625
B. Childress,Brandon Childress,Wake Forest,Wake Forest,1,rpg,3
B. Key,Braxton Key,Virginia,UVA,4,rpg,7.37037037037037
B. Koprivica,Balsa Koprivica,Florida State,Florida State,2,rpg,2.40740740740741
B. Parham,Bubba Parham,Georgia Tech,Georgia Tech,3,rpg,2.43333333333333
B. Robinson,Brandon Robinson,North Carolina,UNC,1,rpg,3.16666666666667
B. Sidibe,Bourama Sidibe,Syracuse,Syracuse,2,rpg,7.5625
C. Anthony,Cole Anthony,North Carolina,UNC,1,rpg,5.90476190476191
C. Brown,Chaundee Brown,Wake Forest,Wake Forest,4,rpg,6.47826086956522
C. Felder,CJ Felder,Boston College,Boston College,2,rpg,3.90322580645161
C. Hunter,Chase Hunter,Clemson,Clemson,3,rpg,1
C. Keeling,Christian Keeling,North Carolina,UNC,3,rpg,2.75
C. Lykes,Chris Lykes,Miami,Miami,1,rpg,2.11538461538462
C. Morsell,Casey Morsell,Virginia,UVA,3,rpg,1.7
C. Scott,Curran Scott,Clemson,Clemson,3,rpg,1.74193548387097
C. Stanley,Cassius Stanley,Duke,Duke,4,rpg,4.86206896551724
C. Trapp,Clyde Trapp,Clemson,Clemson,3,rpg,3.9047619047619
C.J. Bryce,C.J. Bryce,NC State,NC State,4,rpg,6.25
D. Daniels,Devon Daniels,NC State,NC State,4,rpg,5.28125
D. Funderburk,DJ Funderburk,NC State,NC State,4,rpg,6.13333333333333
D. Gak,Deng Gak,Miami,Miami,2,rpg,2
D. Goodwin,Dane Goodwin,Notre Dame,Notre Dame,3,rpg,3.84375
D. Johnson,David Johnson,Louisville,Louisville,3,rpg,2.81481481481482
D. Olejniczak,Dominik Olejniczak,Florida State,Florida State,2,rpg,2.27586206896552
D. Perry,Darius Perry,Louisville,Louisville,3,rpg,1.51612903225806
D. Sutton,Dwayne Sutton,Louisville,Louisville,4,rpg,8.19354838709677
D. Thornton,Derryck Thornton,Boston College,Boston College,1,rpg,2.82758620689655
D. Vasiljevic,Dejan Vasiljevic,Miami,Miami,3,rpg,4.19354838709677
D. Vassell,Devin Vassell,Florida State,Florida State,4,rpg,5.06666666666667
E. Cole,Evan Cole,Georgia Tech,Georgia Tech,2,rpg,3.65384615384615
E. Hamilton,Eric Hamilton,Pittsburgh,Pitt,2,rpg,4.3
E. Hughes,Elijah Hughes,Syracuse,Syracuse,1,rpg,4.9375
G. Brooks,Garrison Brooks,North Carolina,UNC,4,rpg,8.58064516129032
H. Beverly,Harlond Beverly,Miami,Miami,3,rpg,2.29032258064516
H. Cattoor,Hunter Cattoor,Virginia Tech,Virginia Tech,3,rpg,2.48275862068966
H. Tyson,Hunter Tyson,Clemson,Clemson,3,rpg,2.96774193548387
I. Massoud,Ismael Massoud,Wake Forest,Wake Forest,3,rpg,2.03225806451613
I. Mucius,Isaiah Mucius,Wake Forest,Wake Forest,3,rpg,4.66666666666667
I. Wilkins,Isaiah Wilkins,Virginia Tech,Virginia Tech,3,rpg,2.6
I. Wong,Isaiah Wong,Miami,Miami,3,rpg,2.96774193548387
J. Alvarado,Jose Alvarado,Georgia Tech,Georgia Tech,1,rpg,3.375
J. Baehre,Jonathan Baehre,Clemson,Clemson,3,rpg,3.5
J. Baker,Joey Baker,Duke,Duke,3,rpg,0.888888888888889
J. Banks III,James Banks III,Georgia Tech,Georgia Tech,4,rpg,7.5
J. Carey,Jalen Carey,Syracuse,Syracuse,3,rpg,3
J. Champagnie,Justin Champagnie,Pittsburgh,Pitt,4,rpg,7.0625
J. Cone,Jalen Cone,Virginia Tech,Virginia Tech,3,rpg,1.03333333333333
J. DeLaurier,Javin DeLaurier,Duke,Duke,2,rpg,3.54838709677419
J. Durham,Juwan Durham,Notre Dame,Notre Dame,2,rpg,4.59375
J. Francis,Jeremiah Francis,North Carolina,UNC,3,rpg,1.25
J. Girard III,Joseph Girard III,Syracuse,Syracuse,1,rpg,3.03125
J. Goldwire,Jordan Goldwire,Duke,Duke,3,rpg,2.48387096774194
J. Hamilton,Jairus Hamilton,Boston College,Boston College,4,rpg,4.25
J. Hamilton,Jared Hamilton,Boston College,Boston College,3,rpg,2.48
J. Heath,Jay Heath,Boston College,Boston College,1,rpg,3.35483870967742
J. Hellems,Jericole Hellems,NC State,NC State,3,rpg,3.41935483870968
J. Huff,Jay Huff,Virginia,UVA,4,rpg,6.2
J. Mooney,John Mooney,Notre Dame,Notre Dame,4,rpg,12.7096774193548
J. Neath,Jahcobi Neath,Wake Forest,Wake Forest,3,rpg,1.86666666666667
J. Newman III,John Newman III,Clemson,Clemson,3,rpg,3.93548387096774
J. Nwora,Jordan Nwora,Louisville,Louisville,4,rpg,7.70967741935484
J. Pierce,Justin Pierce,North Carolina,UNC,3,rpg,3.90322580645161
J. Rishwain,Julian Rishwain,Boston College,Boston College,3,rpg,1.93333333333333
J. Usher,Jordan Usher,Georgia Tech,Georgia Tech,4,rpg,4.39130434782609
J. White,Jack White,Duke,Duke,3,rpg,2.86666666666667
K. Clark,Kihei Clark,Virginia,UVA,1,rpg,4.16666666666667
K. McGusty,Kameron McGusty,Miami,Miami,1,rpg,3.96428571428571
K. Moore,Khalid Moore,Georgia Tech,Georgia Tech,3,rpg,2.17857142857143
K. Stattmann,Kody Stattmann,Virginia,UVA,3,rpg,2.41666666666667
K. Stone,Keith Stone,Miami,Miami,3,rpg,4.61111111111111
K. Williams,Kamari Williams,Boston College,Boston College,3,rpg,0.84
L. Black,Leaky Black,North Carolina,UNC,4,rpg,5.03225806451613
L. Kimble,Lamarr Kimble,Louisville,Louisville,3,rpg,1.51612903225806
L. Nolley II,Landers Nolley II,Virginia Tech,Virginia Tech,4,rpg,5.56666666666667
M. Bates,Manny Bates,NC State,NC State,2,rpg,4.03448275862069
M. Devoe,Michael Devoe,Georgia Tech,Georgia Tech,1,rpg,4.03703703703704
M. Diakite,Mamadi Diakite,Virginia,UVA,4,rpg,6.76666666666667
M. Dolezaj,Marek Dolezaj,Syracuse,Syracuse,4,rpg,6.4375
M. Hurt,Matthew Hurt,Duke,Duke,3,rpg,3.7741935483871
M. Johnson,Markell Johnson,NC State,NC State,1,rpg,4.41935483870968
M. Osborne,Malik Osborne,Florida State,Florida State,3,rpg,4.93548387096774
M. Williams,Malik Williams,Louisville,Louisville,4,rpg,6.11538461538462
M. Wright,Moses Wright,Georgia Tech,Georgia Tech,4,rpg,6.8
M.J. Walker,M.J. Walker,Florida State,Florida State,3,rpg,1.69230769230769
N. Alleyne,Nahiem Alleyne,Virginia Tech,Virginia Tech,3,rpg,2.4
N. Laszewski,Nate Laszewski,Notre Dame,Notre Dame,3,rpg,4.625
N. Popovic,Nik Popovic,Boston College,Boston College,4,rpg,5.2
O. Oguama,Ody Oguama,Wake Forest,Wake Forest,2,rpg,3.87096774193548
O. Sarr,Olivier Sarr,Wake Forest,Wake Forest,4,rpg,9
P. Andree,Pat Andree,NC State,NC State,3,rpg,2.40740740740741
P. Hubb,Prentiss Hubb,Notre Dame,Notre Dame,1,rpg,2.40625
P. Williams,Patrick Williams,Florida State,Florida State,4,rpg,4
P.J. Horne,P.J. Horne,Virginia Tech,Virginia Tech,3,rpg,4.1
Q. Guerrier,Quincy Guerrier,Syracuse,Syracuse,2,rpg,5.3125
R. Carmody,Robby Carmody,Notre Dame,Notre Dame,2,rpg,1.57142857142857
R. Evans,Rayquan Evans,Florida State,Florida State,3,rpg,1.20689655172414
R. Gray,RaiQuan Gray,Florida State,Florida State,4,rpg,3.82758620689655
R. McMahon,Ryan McMahon,Louisville,Louisville,3,rpg,1.09677419354839
R. Miller Jr.,Rodney Miller Jr.,Miami,Miami,2,rpg,5.5
R. Murphy,Ryan Murphy,Pittsburgh,Pitt,3,rpg,1.93103448275862
R. Pflueger,Rex Pflueger,Notre Dame,Notre Dame,3,rpg,3.58064516129032
S. Enoch,Steven Enoch,Louisville,Louisville,4,rpg,5.58064516129032
S. Mitchell,Steffon Mitchell,Boston College,Boston College,4,rpg,8.67741935483871
S. Waardenburg,Sam Waardenburg,Miami,Miami,4,rpg,6.03333333333333
S. Williamson,Samuell Williamson,Louisville,Louisville,3,rpg,2.48387096774194
T. Brown,Terrell Brown,Pittsburgh,Pitt,2,rpg,3.53125
T. Forrest,Trent Forrest,Florida State,Florida State,1,rpg,4.38709677419355
T. Gibbs,TJ Gibbs,Notre Dame,Notre Dame,1,rpg,2.21875
T. Johnson,Torry Johnson,Wake Forest,Wake Forest,3,rpg,1.85714285714286
T. Jones,Tre Jones,Duke,Duke,1,rpg,4.24137931034483
T. Mack,Tevin Mack,Clemson,Clemson,4,rpg,5.16129032258065
T. McGowens,Trey McGowens,Pittsburgh,Pitt,1,rpg,3.375
T. Radford,Tyrece Radford,Virginia Tech,Virginia Tech,2,rpg,6.23333333333333
T. Woldetensae,Tomas Woldetensae,Virginia,UVA,3,rpg,2.17241379310345
V. Carey Jr.,Vernon Carey Jr.,Duke,Duke,4,rpg,8.7741935483871
W. Bede,Wabissa Bede,Virginia Tech,Virginia Tech,1,rpg,3.8
W. Moore Jr.,Wendell Moore Jr.,Duke,Duke,4,rpg,4.24
X. Johnson,Xavier Johnson,Pittsburgh,Pitt,1,rpg,3.71875
A. Bacot,Armando Bacot,North Carolina,UNC,4,apg,1.25806451612903
A. Dawes,Al-Amir Dawes,Clemson,Clemson,1,apg,2.45161290322581
A. Harris,Anthony Harris,North Carolina,UNC,3,apg,0.6
A. Hemenway,Alex Hemenway,Clemson,Clemson,3,apg,0.4
A. O'Connell,Alex O'Connell,Duke,Duke,3,apg,0.758620689655172
A. Platek,Andrew Platek,North Carolina,UNC,3,apg,1.4
A. Polite,Anthony Polite,Florida State,Florida State,3,apg,1.12903225806452
A. Price,Asanti Price,Georgia Tech,Georgia Tech,3,apg,0.714285714285714
A. Simms,Aamir Simms,Clemson,Clemson,4,apg,2.6
A. Toney,Au'Diese Toney,Pittsburgh,Pitt,4,apg,1.16666666666667
A. Walker,Anthony Walker,Miami,Miami,2,apg,0.2
A. White,Andrien White,Wake Forest,Wake Forest,3,apg,1.38709677419355
B. Beverly,Braxton Beverly,NC State,NC State,3,apg,1.15625
B. Boeheim,Buddy Boeheim,Syracuse,Syracuse,1,apg,2.15625
B. Childress,Brandon Childress,Wake Forest,Wake Forest,1,apg,4.6
B. Key,Braxton Key,Virginia,UVA,4,apg,1.81481481481482
B. Koprivica,Balsa Koprivica,Florida State,Florida State,2,apg,0.296296296296296
B. Parham,Bubba Parham,Georgia Tech,Georgia Tech,3,apg,1.8
B. Robinson,Brandon Robinson,North Carolina,UNC,1,apg,2.375
B. Sidibe,Bourama Sidibe,Syracuse,Syracuse,2,apg,0.1875
C. Anthony,Cole Anthony,North Carolina,UNC,1,apg,4.0952380952381
C. Brown,Chaundee Brown,Wake Forest,Wake Forest,4,apg,1.39130434782609
C. Felder,CJ Felder,Boston College,Boston College,2,apg,0.645161290322581
C. Hunter,Chase Hunter,Clemson,Clemson,3,apg,1.55555555555556
C. Keeling,Christian Keeling,North Carolina,UNC,3,apg,0.59375
C. Lykes,Chris Lykes,Miami,Miami,1,apg,2.38461538461538
C. Morsell,Casey Morsell,Virginia,UVA,3,apg,0.733333333333333
C. Scott,Curran Scott,Clemson,Clemson,3,apg,1.41935483870968
C. Stanley,Cassius Stanley,Duke,Duke,4,apg,1.03448275862069
C. Trapp,Clyde Trapp,Clemson,Clemson,3,apg,2.52380952380952
C.J. Bryce,C.J. Bryce,NC State,NC State,4,apg,2.10714285714286
D. Daniels,Devon Daniels,NC State,NC State,4,apg,2.21875
D. Funderburk,DJ Funderburk,NC State,NC State,4,apg,0.266666666666667
D. Gak,Deng Gak,Miami,Miami,2,apg,0.142857142857143
D. Goodwin,Dane Goodwin,Notre Dame,Notre Dame,3,apg,1.3125
D. Johnson,David Johnson,Louisville,Louisville,3,apg,2.77777777777778
D. Olejniczak,Dominik Olejniczak,Florida State,Florida State,2,apg,0.137931034482759
D. Perry,Darius Perry,Louisville,Louisville,3,apg,2.54838709677419
D. Sutton,Dwayne Sutton,Louisville,Louisville,4,apg,1.74193548387097
