player,player_full_name,team_name,team_name2,cluster,stat,value
A. Platek,Andrew Platek,North Carolina,UNC,3,weight,200
A. Polite,Anthony Polite,Florida State,Florida State,3,weight,215
A. Price,Asanti Price,Georgia Tech,Georgia Tech,3,weight,177
A. Simms,Aamir Simms,Clemson,Clemson,4,weight,240
A. Toney,Au'Diese Toney,Pittsburgh,Pitt,4,weight,210
A. Walker,Anthony Walker,Miami,Miami,2,weight,210
A. White,Andrien White,Wake Forest,Wake Forest,3,weight,200
B. Beverly,Braxton Beverly,NC State,NC State,3,weight,180
B. Boeheim,Buddy Boeheim,Syracuse,Syracuse,1,weight,195
B. Childress,Brandon Childress,Wake Forest,Wake Forest,1,weight,195
B. Key,Braxton Key,Virginia,UVA,4,weight,230
B. Koprivica,Balsa Koprivica,Florida State,Florida State,2,weight,260
B. Parham,Bubba Parham,Georgia Tech,Georgia Tech,3,weight,160
B. Robinson,Brandon Robinson,North Carolina,UNC,1,weight,173
B. Sidibe,Bourama Sidibe,Syracuse,Syracuse,2,weight,210
C. Anthony,Cole Anthony,North Carolina,UNC,1,weight,190
C. Brown,Chaundee Brown,Wake Forest,Wake Forest,4,weight,220
C. Felder,CJ Felder,Boston College,Boston College,2,weight,230
C. Hunter,Chase Hunter,Clemson,Clemson,3,weight,200
C. Keeling,Christian Keeling,North Carolina,UNC,3,weight,180
C. Lykes,Chris Lykes,Miami,Miami,1,weight,157
C. Morsell,Casey Morsell,Virginia,UVA,3,weight,195
C. Scott,Curran Scott,Clemson,Clemson,3,weight,205
C. Stanley,Cassius Stanley,Duke,Duke,4,weight,193
C. Trapp,Clyde Trapp,Clemson,Clemson,3,weight,194
C.J. Bryce,C.J. Bryce,NC State,NC State,4,weight,210
D. Daniels,Devon Daniels,NC State,NC State,4,weight,205
D. Funderburk,DJ Funderburk,NC State,NC State,4,weight,225
D. Gak,Deng Gak,Miami,Miami,2,weight,211
D. Goodwin,Dane Goodwin,Notre Dame,Notre Dame,3,weight,200
D. Johnson,David Johnson,Louisville,Louisville,3,weight,210
D. Olejniczak,Dominik Olejniczak,Florida State,Florida State,2,weight,260
D. Perry,Darius Perry,Louisville,Louisville,3,weight,195
D. Sutton,Dwayne Sutton,Louisville,Louisville,4,weight,220
D. Thornton,Derryck Thornton,Boston College,Boston College,1,weight,195
D. Vasiljevic,Dejan Vasiljevic,Miami,Miami,3,weight,184
D. Vassell,Devin Vassell,Florida State,Florida State,4,weight,180
E. Cole,Evan Cole,Georgia Tech,Georgia Tech,2,weight,226
E. Hamilton,Eric Hamilton,Pittsburgh,Pitt,2,weight,250
E. Hughes,Elijah Hughes,Syracuse,Syracuse,1,weight,215
G. Brooks,Garrison Brooks,North Carolina,UNC,4,weight,235
H. Beverly,Harlond Beverly,Miami,Miami,3,weight,185
H. Cattoor,Hunter Cattoor,Virginia Tech,Virginia Tech,3,weight,205
H. Tyson,Hunter Tyson,Clemson,Clemson,3,weight,211
I. Massoud,Ismael Massoud,Wake Forest,Wake Forest,3,weight,200
I. Mucius,Isaiah Mucius,Wake Forest,Wake Forest,3,weight,195
I. Wilkins,Isaiah Wilkins,Virginia Tech,Virginia Tech,3,weight,230
I. Wong,Isaiah Wong,Miami,Miami,3,weight,170
J. Alvarado,Jose Alvarado,Georgia Tech,Georgia Tech,1,weight,179
J. Baehre,Jonathan Baehre,Clemson,Clemson,3,weight,209
J. Baker,Joey Baker,Duke,Duke,3,weight,208
J. Banks III,James Banks III,Georgia Tech,Georgia Tech,4,weight,250
J. Carey,Jalen Carey,Syracuse,Syracuse,3,weight,186
J. Champagnie,Justin Champagnie,Pittsburgh,Pitt,4,weight,200
J. Cone,Jalen Cone,Virginia Tech,Virginia Tech,3,weight,170
J. DeLaurier,Javin DeLaurier,Duke,Duke,2,weight,237
J. Durham,Juwan Durham,Notre Dame,Notre Dame,2,weight,223
J. Francis,Jeremiah Francis,North Carolina,UNC,3,weight,210
J. Girard III,Joseph Girard III,Syracuse,Syracuse,1,weight,181
J. Goldwire,Jordan Goldwire,Duke,Duke,3,weight,185
J. Hamilton,Jairus Hamilton,Boston College,Boston College,4,weight,234
J. Hamilton,Jared Hamilton,Boston College,Boston College,3,weight,203
J. Heath,Jay Heath,Boston College,Boston College,1,weight,175
J. Hellems,Jericole Hellems,NC State,NC State,3,weight,205
J. Huff,Jay Huff,Virginia,UVA,4,weight,243
J. Mooney,John Mooney,Notre Dame,Notre Dame,4,weight,245
J. Neath,Jahcobi Neath,Wake Forest,Wake Forest,3,weight,200
J. Newman III,John Newman III,Clemson,Clemson,3,weight,197
J. Nwora,Jordan Nwora,Louisville,Louisville,4,weight,225
J. Pierce,Justin Pierce,North Carolina,UNC,3,weight,210
J. Rishwain,Julian Rishwain,Boston College,Boston College,3,weight,190
J. Usher,Jordan Usher,Georgia Tech,Georgia Tech,4,weight,225
J. White,Jack White,Duke,Duke,3,weight,222
K. Clark,Kihei Clark,Virginia,UVA,1,weight,163
K. McGusty,Kameron McGusty,Miami,Miami,1,weight,192
K. Moore,Khalid Moore,Georgia Tech,Georgia Tech,3,weight,203
K. Stattmann,Kody Stattmann,Virginia,UVA,3,weight,200
K. Stone,Keith Stone,Miami,Miami,3,weight,244
K. Williams,Kamari Williams,Boston College,Boston College,3,weight,200
L. Black,Leaky Black,North Carolina,UNC,4,weight,195
L. Kimble,Lamarr Kimble,Louisville,Louisville,3,weight,185
L. Nolley II,Landers Nolley II,Virginia Tech,Virginia Tech,4,weight,230
M. Bates,Manny Bates,NC State,NC State,2,weight,230
M. Devoe,Michael Devoe,Georgia Tech,Georgia Tech,1,weight,193
M. Diakite,Mamadi Diakite,Virginia,UVA,4,weight,224
M. Dolezaj,Marek Dolezaj,Syracuse,Syracuse,4,weight,185
M. Hurt,Matthew Hurt,Duke,Duke,3,weight,214
M. Johnson,Markell Johnson,NC State,NC State,1,weight,175
M. Osborne,Malik Osborne,Florida State,Florida State,3,weight,215
M. Williams,Malik Williams,Louisville,Louisville,4,weight,245
M. Wright,Moses Wright,Georgia Tech,Georgia Tech,4,weight,230
M.J. Walker,M.J. Walker,Florida State,Florida State,3,weight,213
N. Alleyne,Nahiem Alleyne,Virginia Tech,Virginia Tech,3,weight,195
N. Laszewski,Nate Laszewski,Notre Dame,Notre Dame,3,weight,225
N. Popovic,Nik Popovic,Boston College,Boston College,4,weight,253
O. Oguama,Ody Oguama,Wake Forest,Wake Forest,2,weight,205
O. Sarr,Olivier Sarr,Wake Forest,Wake Forest,4,weight,255
P. Andree,Pat Andree,NC State,NC State,3,weight,220
P. Hubb,Prentiss Hubb,Notre Dame,Notre Dame,1,weight,175
P. Williams,Patrick Williams,Florida State,Florida State,4,weight,225
P.J. Horne,P.J. Horne,Virginia Tech,Virginia Tech,3,weight,230
Q. Guerrier,Quincy Guerrier,Syracuse,Syracuse,2,weight,220
R. Carmody,Robby Carmody,Notre Dame,Notre Dame,2,weight,201
R. Evans,Rayquan Evans,Florida State,Florida State,3,weight,210
R. Gray,RaiQuan Gray,Florida State,Florida State,4,weight,260
R. McMahon,Ryan McMahon,Louisville,Louisville,3,weight,185
R. Miller Jr.,Rodney Miller Jr.,Miami,Miami,2,weight,255
R. Murphy,Ryan Murphy,Pittsburgh,Pitt,3,weight,185
R. Pflueger,Rex Pflueger,Notre Dame,Notre Dame,3,weight,218
S. Enoch,Steven Enoch,Louisville,Louisville,4,weight,255
S. Mitchell,Steffon Mitchell,Boston College,Boston College,4,weight,220
S. Waardenburg,Sam Waardenburg,Miami,Miami,4,weight,216
S. Williamson,Samuell Williamson,Louisville,Louisville,3,weight,200
T. Brown,Terrell Brown,Pittsburgh,Pitt,2,weight,235
T. Forrest,Trent Forrest,Florida State,Florida State,1,weight,210
T. Gibbs,TJ Gibbs,Notre Dame,Notre Dame,1,weight,185
T. Johnson,Torry Johnson,Wake Forest,Wake Forest,3,weight,175
T. Jones,Tre Jones,Duke,Duke,1,weight,185
T. Mack,Tevin Mack,Clemson,Clemson,4,weight,227
T. McGowens,Trey McGowens,Pittsburgh,Pitt,1,weight,190
T. Radford,Tyrece Radford,Virginia Tech,Virginia Tech,2,weight,195
T. Woldetensae,Tomas Woldetensae,Virginia,UVA,3,weight,196
V. Carey Jr.,Vernon Carey Jr.,Duke,Duke,4,weight,270
W. Bede,Wabissa Bede,Virginia Tech,Virginia Tech,1,weight,195
W. Moore Jr.,Wendell Moore Jr.,Duke,Duke,4,weight,213
X. Johnson,Xavier Johnson,Pittsburgh,Pitt,1,weight,200
A. Bacot,Armando Bacot,North Carolina,UNC,4,height,82
A. Dawes,Al-Amir Dawes,Clemson,Clemson,1,height,74
A. Harris,Anthony Harris,North Carolina,UNC,3,height,76
A. Hemenway,Alex Hemenway,Clemson,Clemson,3,height,75
A. O'Connell,Alex O'Connell,Duke,Duke,3,height,78
A. Platek,Andrew Platek,North Carolina,UNC,3,height,76
A. Polite,Anthony Polite,Florida State,Florida State,3,height,78
A. Price,Asanti Price,Georgia Tech,Georgia Tech,3,height,77
A. Simms,Aamir Simms,Clemson,Clemson,4,height,80
A. Toney,Au'Diese Toney,Pittsburgh,Pitt,4,height,78
A. Walker,Anthony Walker,Miami,Miami,2,height,81
A. White,Andrien White,Wake Forest,Wake Forest,3,height,75
B. Beverly,Braxton Beverly,NC State,NC State,3,height,72
B. Boeheim,Buddy Boeheim,Syracuse,Syracuse,1,height,78
B. Childress,Brandon Childress,Wake Forest,Wake Forest,1,height,72
B. Key,Braxton Key,Virginia,UVA,4,height,80
B. Koprivica,Balsa Koprivica,Florida State,Florida State,2,height,85
B. Parham,Bubba Parham,Georgia Tech,Georgia Tech,3,height,70
B. Robinson,Brandon Robinson,North Carolina,UNC,1,height,77
B. Sidibe,Bourama Sidibe,Syracuse,Syracuse,2,height,82
C. Anthony,Cole Anthony,North Carolina,UNC,1,height,75
C. Brown,Chaundee Brown,Wake Forest,Wake Forest,4,height,77
C. Felder,CJ Felder,Boston College,Boston College,2,height,79
C. Hunter,Chase Hunter,Clemson,Clemson,3,height,75
C. Keeling,Christian Keeling,North Carolina,UNC,3,height,75
C. Lykes,Chris Lykes,Miami,Miami,1,height,67
C. Morsell,Casey Morsell,Virginia,UVA,3,height,75
C. Scott,Curran Scott,Clemson,Clemson,3,height,76
C. Stanley,Cassius Stanley,Duke,Duke,4,height,78
C. Trapp,Clyde Trapp,Clemson,Clemson,3,height,76
C.J. Bryce,C.J. Bryce,NC State,NC State,4,height,77
D. Daniels,Devon Daniels,NC State,NC State,4,height,77
D. Funderburk,DJ Funderburk,NC State,NC State,4,height,82
D. Gak,Deng Gak,Miami,Miami,2,height,82
D. Goodwin,Dane Goodwin,Notre Dame,Notre Dame,3,height,78
D. Johnson,David Johnson,Louisville,Louisville,3,height,77
D. Olejniczak,Dominik Olejniczak,Florida State,Florida State,2,height,84
D. Perry,Darius Perry,Louisville,Louisville,3,height,74
D. Sutton,Dwayne Sutton,Louisville,Louisville,4,height,77
D. Thornton,Derryck Thornton,Boston College,Boston College,1,height,75
D. Vasiljevic,Dejan Vasiljevic,Miami,Miami,3,height,75
D. Vassell,Devin Vassell,Florida State,Florida State,4,height,78
E. Cole,Evan Cole,Georgia Tech,Georgia Tech,2,height,82
E. Hamilton,Eric Hamilton,Pittsburgh,Pitt,2,height,81
E. Hughes,Elijah Hughes,Syracuse,Syracuse,1,height,78
G. Brooks,Garrison Brooks,North Carolina,UNC,4,height,81
H. Beverly,Harlond Beverly,Miami,Miami,3,height,76
H. Cattoor,Hunter Cattoor,Virginia Tech,Virginia Tech,3,height,75
H. Tyson,Hunter Tyson,Clemson,Clemson,3,height,80
I. Massoud,Ismael Massoud,Wake Forest,Wake Forest,3,height,80
I. Mucius,Isaiah Mucius,Wake Forest,Wake Forest,3,height,80
I. Wilkins,Isaiah Wilkins,Virginia Tech,Virginia Tech,3,height,75
I. Wong,Isaiah Wong,Miami,Miami,3,height,75
J. Alvarado,Jose Alvarado,Georgia Tech,Georgia Tech,1,height,72
J. Baehre,Jonathan Baehre,Clemson,Clemson,3,height,82
J. Baker,Joey Baker,Duke,Duke,3,height,79
J. Banks III,James Banks III,Georgia Tech,Georgia Tech,4,height,82
J. Carey,Jalen Carey,Syracuse,Syracuse,3,height,75
J. Champagnie,Justin Champagnie,Pittsburgh,Pitt,4,height,78
J. Cone,Jalen Cone,Virginia Tech,Virginia Tech,3,height,70
J. DeLaurier,Javin DeLaurier,Duke,Duke,2,height,82
J. Durham,Juwan Durham,Notre Dame,Notre Dame,2,height,83
J. Francis,Jeremiah Francis,North Carolina,UNC,3,height,72
J. Girard III,Joseph Girard III,Syracuse,Syracuse,1,height,73
J. Goldwire,Jordan Goldwire,Duke,Duke,3,height,74
J. Hamilton,Jairus Hamilton,Boston College,Boston College,4,height,80
J. Hamilton,Jared Hamilton,Boston College,Boston College,3,height,76
J. Heath,Jay Heath,Boston College,Boston College,1,height,75
J. Hellems,Jericole Hellems,NC State,NC State,3,height,79
J. Huff,Jay Huff,Virginia,UVA,4,height,85
J. Mooney,John Mooney,Notre Dame,Notre Dame,4,height,81
J. Neath,Jahcobi Neath,Wake Forest,Wake Forest,3,height,75
J. Newman III,John Newman III,Clemson,Clemson,3,height,77
J. Nwora,Jordan Nwora,Louisville,Louisville,4,height,79
J. Pierce,Justin Pierce,North Carolina,UNC,3,height,79
J. Rishwain,Julian Rishwain,Boston College,Boston College,3,height,77
J. Usher,Jordan Usher,Georgia Tech,Georgia Tech,4,height,79
J. White,Jack White,Duke,Duke,3,height,79
K. Clark,Kihei Clark,Virginia,UVA,1,height,69
K. McGusty,Kameron McGusty,Miami,Miami,1,height,77
K. Moore,Khalid Moore,Georgia Tech,Georgia Tech,3,height,79
K. Stattmann,Kody Stattmann,Virginia,UVA,3,height,79
K. Stone,Keith Stone,Miami,Miami,3,height,80
K. Williams,Kamari Williams,Boston College,Boston College,3,height,79
L. Black,Leaky Black,North Carolina,UNC,4,height,80
L. Kimble,Lamarr Kimble,Louisville,Louisville,3,height,72
L. Nolley II,Landers Nolley II,Virginia Tech,Virginia Tech,4,height,79
M. Bates,Manny Bates,NC State,NC State,2,height,83
M. Devoe,Michael Devoe,Georgia Tech,Georgia Tech,1,height,77
M. Diakite,Mamadi Diakite,Virginia,UVA,4,height,81
M. Dolezaj,Marek Dolezaj,Syracuse,Syracuse,4,height,82
M. Hurt,Matthew Hurt,Duke,Duke,3,height,81
M. Johnson,Markell Johnson,NC State,NC State,1,height,73
M. Osborne,Malik Osborne,Florida State,Florida State,3,height,81
M. Williams,Malik Williams,Louisville,Louisville,4,height,83
M. Wright,Moses Wright,Georgia Tech,Georgia Tech,4,height,81
M.J. Walker,M.J. Walker,Florida State,Florida State,3,height,77
N. Alleyne,Nahiem Alleyne,Virginia Tech,Virginia Tech,3,height,75
N. Laszewski,Nate Laszewski,Notre Dame,Notre Dame,3,height,82
N. Popovic,Nik Popovic,Boston College,Boston College,4,height,83
O. Oguama,Ody Oguama,Wake Forest,Wake Forest,2,height,81
O. Sarr,Olivier Sarr,Wake Forest,Wake Forest,4,height,84
P. Andree,Pat Andree,NC State,NC State,3,height,80
P. Hubb,Prentiss Hubb,Notre Dame,Notre Dame,1,height,75
P. Williams,Patrick Williams,Florida State,Florida State,4,height,80
P.J. Horne,P.J. Horne,Virginia Tech,Virginia Tech,3,height,77
Q. Guerrier,Quincy Guerrier,Syracuse,Syracuse,2,height,79
R. Carmody,Robby Carmody,Notre Dame,Notre Dame,2,height,76
R. Evans,Rayquan Evans,Florida State,Florida State,3,height,76
R. Gray,RaiQuan Gray,Florida State,Florida State,4,height,80
R. McMahon,Ryan McMahon,Louisville,Louisville,3,height,72
R. Miller Jr.,Rodney Miller Jr.,Miami,Miami,2,height,84
R. Murphy,Ryan Murphy,Pittsburgh,Pitt,3,height,74
R. Pflueger,Rex Pflueger,Notre Dame,Notre Dame,3,height,78
S. Enoch,Steven Enoch,Louisville,Louisville,4,height,82
S. Mitchell,Steffon Mitchell,Boston College,Boston College,4,height,80
S. Waardenburg,Sam Waardenburg,Miami,Miami,4,height,82
S. Williamson,Samuell Williamson,Louisville,Louisville,3,height,79
T. Brown,Terrell Brown,Pittsburgh,Pitt,2,height,82
T. Forrest,Trent Forrest,Florida State,Florida State,1,height,76
T. Gibbs,TJ Gibbs,Notre Dame,Notre Dame,1,height,75
T. Johnson,Torry Johnson,Wake Forest,Wake Forest,3,height,75
T. Jones,Tre Jones,Duke,Duke,1,height,75
T. Mack,Tevin Mack,Clemson,Clemson,4,height,78
T. McGowens,Trey McGowens,Pittsburgh,Pitt,1,height,76
T. Radford,Tyrece Radford,Virginia Tech,Virginia Tech,2,height,74
T. Woldetensae,Tomas Woldetensae,Virginia,UVA,3,height,77
V. Carey Jr.,Vernon Carey Jr.,Duke,Duke,4,height,82
W. Bede,Wabissa Bede,Virginia Tech,Virginia Tech,1,height,73
W. Moore Jr.,Wendell Moore Jr.,Duke,Duke,4,height,78
X. Johnson,Xavier Johnson,Pittsburgh,Pitt,1,height,75
